age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,prénom,téléphone
44,student,single,secondary,no,7,no,yes,cellular,15,apr,301,1,296,0,unknown,jonty,3357275
27,admin.,married,tertiary,no,10583,no,no,cellular,19,nov,546,2,-1,0,success,papak,3357534
35,admin.,married,tertiary,no,565,no,no,unknown,7,nov,303,1,-1,0,unknown,avra,3353599
47,technician,single,tertiary,yes,2944,yes,no,telephone,20,may,87,22,-1,0,success,teodoro,3359573
41,blue-collar,married,tertiary,no,1032,no,no,telephone,4,jun,110,2,346,1,unknown,lothair,3351881
33,services,married,secondary,no,2371,no,no,unknown,25,nov,654,4,183,0,unknown,archibald,3358567
28,admin.,single,secondary,no,-754,no,no,cellular,5,jun,466,1,98,0,unknown,ted,3359620
29,management,married,primary,no,6843,no,yes,cellular,23,may,217,2,-1,0,unknown,maija,3351601
33,management,single,secondary,no,-276,no,no,cellular,28,jul,170,2,-1,5,unknown,troy,3356175
31,retired,married,tertiary,no,2064,yes,no,cellular,16,feb,634,1,-1,0,unknown,delwyn,3360627
44,blue-collar,single,tertiary,no,-413,no,yes,cellular,7,aug,249,19,-1,0,unknown,jerold,3357207
25,student,married,tertiary,no,530,no,no,cellular,24,jul,315,2,-1,0,unknown,avis,3354910
23,management,single,primary,no,486,yes,no,cellular,16,aug,133,1,-1,0,unknown,drake,3352620
28,unknown,divorced,unknown,no,307,yes,no,unknown,14,oct,34,3,-1,9,unknown,lazarus,3351354
29,management,single,tertiary,no,455,yes,yes,cellular,2,apr,930,1,-1,0,unknown,baldwin,3355740
50,student,married,tertiary,no,1050,no,yes,cellular,4,may,121,3,92,0,unknown,nadine,3353527
41,management,divorced,tertiary,no,957,yes,no,unknown,20,may,222,10,-1,7,unknown,konnor,3354984
47,entrepreneur,married,tertiary,no,334,no,no,unknown,24,sep,201,2,-1,0,unknown,varg,3353679
43,technician,married,secondary,no,1694,no,no,cellular,18,aug,624,12,-1,7,unknown,kourtney,3355939
48,services,divorced,primary,no,3283,yes,no,unknown,23,jun,486,3,189,0,success,miia,3353444
31,admin.,married,primary,no,429,yes,no,cellular,5,may,775,1,-1,0,unknown,kamil (1),3352154
46,technician,married,secondary,no,616,yes,no,cellular,11,feb,58,2,-1,0,unknown,roibeard,3355162
45,housemaid,single,tertiary,no,64,no,no,cellular,13,jun,165,2,-1,0,unknown,carl,3358878
65,technician,single,secondary,no,0,no,no,cellular,19,apr,1387,2,-1,0,unknown,oighrig,3361117
47,blue-collar,married,tertiary,no,1005,no,no,cellular,7,apr,167,2,-1,0,unknown,elli (2),3359756
64,management,married,tertiary,no,78,yes,no,cellular,15,apr,268,2,-1,0,unknown,raul,3357369
32,unemployed,married,tertiary,no,0,yes,no,cellular,2,may,256,2,-1,0,unknown,erik,3351221
39,management,married,secondary,no,246,yes,no,unknown,20,aug,535,3,209,0,unknown,leonzio,3357881
45,admin.,married,secondary,no,312,no,no,cellular,22,jun,961,1,-1,0,unknown,micaiah,3358750
40,technician,divorced,secondary,no,1005,yes,no,cellular,17,may,147,1,-1,0,unknown,chatzkel,3353524
34,entrepreneur,single,secondary,no,593,no,no,cellular,15,apr,130,4,-1,5,unknown,maurene,3352119
32,self-employed,married,tertiary,no,7506,no,no,cellular,13,jun,1123,24,-1,0,success,dionysios,3354587
40,technician,married,tertiary,no,149,yes,no,cellular,17,mar,342,2,179,0,success,arleen,3356467
35,management,married,primary,no,0,yes,no,cellular,17,apr,1576,1,332,0,unknown,stephen,3359883
52,entrepreneur,single,primary,no,703,no,no,cellular,13,jul,114,2,-1,0,other,jabril,3353086
38,retired,married,secondary,no,257,yes,no,cellular,16,aug,846,1,-1,5,unknown,suhayl,3355216
49,technician,single,secondary,no,3527,yes,no,telephone,13,may,893,1,-1,0,unknown,cosma,3353833
31,management,married,tertiary,no,470,no,no,cellular,13,apr,335,1,105,0,unknown,selby,3352785
35,blue-collar,married,tertiary,no,674,yes,no,cellular,18,nov,119,2,-1,0,unknown,allannah,3358665
26,retired,married,secondary,no,1301,yes,no,cellular,15,apr,1110,1,-1,0,other,janelle,3354973
21,blue-collar,divorced,tertiary,no,2892,yes,no,telephone,17,jul,81,1,-1,0,unknown,herodotus,3360153
48,services,married,tertiary,no,1954,yes,no,cellular,5,may,2016,2,88,0,unknown,fayza,3357595
25,self-employed,married,tertiary,no,2805,no,no,cellular,9,sep,64,2,-1,0,unknown,alastríona,3350263
29,technician,single,secondary,no,804,no,no,cellular,25,oct,172,9,93,1,other,evaristus,3358342
35,management,married,tertiary,no,306,no,no,telephone,13,mar,630,2,-1,2,unknown,constantina,3352750
31,management,single,tertiary,no,3695,yes,no,unknown,9,aug,94,2,181,1,unknown,evgeniya,3357869
48,blue-collar,single,secondary,no,219,no,yes,cellular,18,jul,412,1,-1,0,unknown,lyydia,3350761
33,technician,married,secondary,no,2281,yes,no,cellular,19,jul,159,2,-1,0,failure,argyris,3353807
41,management,divorced,secondary,no,0,yes,no,cellular,29,may,962,1,-1,0,failure,praxis,3361130
62,management,divorced,secondary,no,1150,no,no,unknown,1,nov,651,2,-1,0,success,aden,3360213
31,management,married,primary,no,108,yes,no,cellular,5,aug,535,2,-1,0,unknown,beatriu,3352050
32,technician,single,secondary,no,2145,yes,no,cellular,22,aug,349,2,-1,0,unknown,ceridwen,3353284
34,management,married,secondary,no,909,no,no,cellular,19,nov,107,3,-1,0,unknown,germano,3358303
26,admin.,married,tertiary,no,234,no,no,unknown,10,nov,60,9,190,0,unknown,kirill,3354520
23,management,divorced,secondary,no,728,yes,no,cellular,12,jul,982,1,-1,1,success,joni (1),3352607
62,admin.,single,tertiary,no,1046,no,no,cellular,21,may,1015,3,-1,2,success,tai,3359480
39,technician,single,secondary,no,4613,no,no,cellular,8,jun,678,1,-1,0,unknown,lyndsey,3356967
34,technician,single,secondary,no,5763,yes,no,cellular,13,dec,160,2,92,0,unknown,myron,3352585
34,retired,single,secondary,no,1140,yes,no,unknown,4,jul,520,2,-1,0,unknown,tertius,3352842
33,blue-collar,married,secondary,no,4708,yes,no,cellular,14,mar,1092,1,-1,0,unknown,dubaku,3355352
45,admin.,single,tertiary,no,-367,no,no,cellular,19,may,325,1,288,0,other,joss,3350383
38,technician,single,secondary,no,522,yes,no,unknown,28,sep,158,1,-1,1,failure,carson,3350686
57,management,married,tertiary,no,9851,yes,no,unknown,3,may,175,5,-1,0,unknown,korina,3350633
23,retired,single,secondary,no,2603,no,no,cellular,31,feb,588,2,-1,0,unknown,jadwiga,3357284
84,admin.,married,secondary,no,218,no,yes,cellular,15,oct,408,8,-1,0,unknown,margaret,3353919
36,management,single,secondary,no,1297,yes,no,cellular,19,may,1000,1,119,0,unknown,cheri,3350542
31,blue-collar,divorced,secondary,no,283,no,no,unknown,10,feb,311,1,86,0,failure,brava,3353012
33,admin.,married,tertiary,no,2640,no,yes,unknown,29,jul,1081,4,-1,0,unknown,pharamond,3355838
45,housemaid,married,secondary,no,0,no,no,cellular,14,jan,17,4,-1,1,success,armelle,3360584
34,unemployed,single,secondary,no,-244,yes,no,cellular,26,aug,341,3,-1,0,unknown,alea,3350046
41,admin.,married,primary,no,0,yes,no,cellular,21,apr,242,4,399,0,unknown,erzsébet,3351742
67,technician,married,secondary,no,949,no,no,unknown,6,nov,762,1,-1,0,unknown,sharifa,3355587
43,admin.,married,secondary,no,3881,no,no,cellular,30,nov,216,12,92,0,unknown,omega,3352191
30,admin.,married,tertiary,no,1388,yes,no,cellular,5,mar,362,7,-1,0,unknown,romola,3355662
41,housemaid,married,unknown,no,1354,no,no,cellular,17,nov,224,1,-1,0,unknown,prosper,3350957
31,housemaid,single,secondary,no,3608,no,no,cellular,17,apr,269,1,-1,0,unknown,felina,3359869
34,blue-collar,married,tertiary,no,307,no,no,cellular,17,feb,169,1,-1,0,success,boaz,3360949
45,housemaid,single,tertiary,no,985,yes,no,unknown,30,jul,379,8,231,0,unknown,danaë,3350681
47,services,divorced,secondary,no,65,no,yes,cellular,25,dec,61,1,-1,0,failure,margit,3359146
50,blue-collar,married,secondary,no,945,no,no,cellular,1,may,406,6,-1,0,unknown,reinaldo,3350357
33,management,married,tertiary,no,524,no,no,cellular,27,nov,654,1,-1,4,unknown,arndt,3355081
42,technician,single,secondary,no,166,yes,no,cellular,8,may,213,2,-1,0,unknown,kermit,3356758
36,retired,married,tertiary,no,0,yes,no,unknown,4,nov,342,3,-1,1,unknown,perce,3354259
31,admin.,married,secondary,no,-3,no,no,telephone,20,aug,83,1,-1,0,unknown,maud,3355012
28,student,married,secondary,no,693,no,no,unknown,2,feb,377,4,-1,0,success,pepito,3353983
69,self-employed,married,tertiary,no,748,no,no,cellular,4,apr,691,3,-1,0,unknown,elpida,3355435
39,services,single,unknown,yes,-309,no,no,unknown,21,may,181,1,-1,1,unknown,ales,3356319
32,blue-collar,divorced,secondary,no,291,yes,no,unknown,6,may,7,8,-1,2,unknown,eleonoora,3353484
51,self-employed,married,unknown,yes,2470,yes,no,cellular,16,aug,884,5,193,0,unknown,erland,3360633
51,retired,divorced,tertiary,no,194,yes,no,unknown,30,may,246,2,-1,0,success,bryant,3356257
31,management,married,secondary,no,221,no,no,cellular,31,may,737,1,-1,0,other,steffan,3360766
58,services,single,primary,no,7934,no,no,unknown,6,nov,437,1,365,0,unknown,aras,3357884
38,management,married,tertiary,no,181,no,no,cellular,28,jan,1408,1,-1,2,unknown,cahir,3360952
26,management,married,secondary,no,-61,no,no,unknown,19,aug,877,4,-1,0,unknown,eliana,3355691
43,admin.,divorced,unknown,no,790,no,no,cellular,21,aug,305,2,-1,0,unknown,fardoos,3352815
31,management,married,tertiary,no,880,no,yes,cellular,6,dec,1336,1,-1,0,failure,minako,3352592
59,housemaid,married,tertiary,no,162,yes,yes,cellular,5,apr,373,1,358,7,failure,mariko,3354617
45,retired,married,secondary,no,1515,no,no,cellular,1,jul,862,3,-1,0,unknown,domingo,3357253
25,blue-collar,single,tertiary,no,111,no,no,cellular,19,jan,177,3,-1,0,unknown,masuyo,3358205
33,blue-collar,married,secondary,no,9051,no,no,cellular,5,nov,3183,1,-1,0,unknown,calbhach,3356261
55,management,divorced,tertiary,no,0,yes,no,cellular,16,aug,576,4,476,2,unknown,jubal,3358340
48,technician,married,tertiary,yes,640,yes,no,cellular,3,sep,134,1,-1,2,success,giraldo,3353861
44,technician,single,primary,no,761,no,no,cellular,25,aug,325,6,-1,0,unknown,laurentius,3358217
52,blue-collar,married,secondary,no,294,yes,no,unknown,13,jul,118,2,-1,0,success,parnel,3360169
28,self-employed,single,secondary,no,1178,yes,no,cellular,22,oct,795,1,626,4,unknown,rené,3360202
41,technician,married,secondary,no,0,no,no,cellular,8,aug,162,5,-1,0,unknown,perun,3351311
42,services,divorced,tertiary,no,44,no,no,cellular,21,jun,100,3,12,0,unknown,manjula,3354135
59,technician,married,secondary,no,0,yes,no,cellular,14,aug,309,1,-1,0,unknown,khamisi,3354954
52,management,married,tertiary,no,2022,yes,yes,cellular,17,nov,1344,3,-1,6,unknown,atieno,3357397
33,management,single,secondary,no,60,no,no,cellular,23,jul,134,1,-1,0,unknown,raisa (2),3359769
34,technician,married,primary,no,1844,no,no,cellular,25,may,358,5,181,0,success,beniamino,3355415
51,admin.,single,secondary,no,2473,no,no,telephone,27,jul,244,1,-1,0,unknown,alistair,3351078
61,services,married,tertiary,no,0,yes,no,cellular,8,jun,369,12,-1,0,success,reeta,3355014
34,blue-collar,married,secondary,no,185,no,no,cellular,31,feb,181,2,-1,0,other,moriko,3351545
47,management,single,tertiary,no,715,yes,no,cellular,3,jun,112,1,-1,0,unknown,seumas,3357749
33,blue-collar,married,secondary,no,1373,no,no,cellular,26,aug,160,9,100,0,success,lalla,3351018
31,technician,divorced,secondary,no,520,no,yes,unknown,8,oct,882,2,80,1,unknown,burkhard,3360257
34,technician,single,secondary,no,191,no,no,cellular,30,apr,179,3,-1,4,unknown,mara (2),3355597
35,self-employed,married,tertiary,no,2383,no,yes,unknown,3,mar,413,4,-1,0,failure,milburga,3357123
38,blue-collar,married,tertiary,yes,423,yes,yes,cellular,28,apr,1030,4,-1,0,unknown,czeslaw,3350342
71,housemaid,single,secondary,no,1221,yes,no,cellular,14,may,331,1,-1,0,unknown,raisel,3353816
40,admin.,single,secondary,no,-470,no,yes,cellular,27,jun,165,2,-1,0,unknown,lorelei,3360345
44,services,single,secondary,no,28,no,no,cellular,9,oct,670,1,-1,1,other,mabel,3359388
28,blue-collar,single,tertiary,no,136,yes,no,cellular,26,aug,82,1,-1,2,unknown,gijsbert,3350492
40,management,single,tertiary,no,2836,no,no,cellular,2,jun,149,7,50,1,unknown,maleah,3360192
55,admin.,single,primary,no,3337,yes,yes,unknown,28,nov,618,1,-1,0,unknown,jesse,3351394
40,services,single,primary,no,-258,yes,no,unknown,19,jul,123,1,200,0,unknown,murdag,3350527
59,technician,single,tertiary,no,1554,no,no,cellular,11,aug,350,1,-1,8,unknown,dominica,3354599
30,admin.,single,tertiary,no,216,no,no,telephone,20,may,445,1,363,0,unknown,kizzie,3354801
26,management,married,secondary,no,3518,no,no,unknown,30,aug,532,2,-1,0,unknown,viktor,3350859
74,management,divorced,tertiary,no,552,yes,no,cellular,9,jan,337,2,-1,11,unknown,barakat,3355005
54,unemployed,married,secondary,no,-232,no,yes,cellular,14,feb,344,1,-1,4,unknown,bridie,3351082
42,blue-collar,single,secondary,no,86,yes,no,cellular,15,aug,85,1,199,0,unknown,liesel,3352125
29,management,single,tertiary,no,0,no,no,telephone,12,aug,75,1,-1,0,unknown,greg,3353627
24,blue-collar,married,secondary,no,3773,yes,no,cellular,17,aug,686,3,-1,0,success,rodney,3352402
36,student,single,primary,no,6203,yes,no,cellular,12,oct,529,1,271,0,unknown,nydia,3350485
45,admin.,married,tertiary,no,715,no,no,cellular,13,may,71,1,-1,0,unknown,ayn,3353609
38,admin.,divorced,secondary,no,-276,yes,no,cellular,14,jul,325,2,349,0,other,madge,3350834
39,admin.,single,primary,no,-4,no,no,cellular,15,jun,129,15,-1,1,unknown,gabriel,3354776
36,technician,single,primary,no,1,yes,no,unknown,21,may,1156,1,-1,10,unknown,titania,3357498
31,services,married,secondary,no,1801,yes,no,cellular,5,feb,72,2,-1,0,unknown,catalina,3361009
37,admin.,married,tertiary,no,-375,yes,no,cellular,14,may,72,29,-1,0,unknown,orlando,3350043
27,technician,married,secondary,no,1,no,no,cellular,5,jul,212,6,-1,0,unknown,calisto,3360762
30,technician,single,secondary,yes,27624,no,no,unknown,15,may,475,2,-1,2,unknown,gideon,3351375
52,admin.,single,unknown,no,-360,yes,no,telephone,27,aug,52,2,-1,0,failure,silas,3356056
30,services,married,secondary,no,1411,yes,yes,cellular,15,jul,1272,4,-1,0,unknown,saundra,3357143
46,blue-collar,divorced,tertiary,no,3025,no,no,cellular,16,may,71,3,-1,0,unknown,loreen,3356303
38,blue-collar,married,tertiary,no,683,yes,no,cellular,13,may,140,6,-1,1,other,ernõ,3357066
55,technician,single,secondary,no,942,yes,no,cellular,12,jul,247,2,-1,0,unknown,fahd,3353496
46,management,married,secondary,no,2816,yes,no,cellular,24,jul,386,5,-1,0,unknown,scheherazade,3359987
29,blue-collar,married,secondary,no,943,yes,no,cellular,17,feb,264,1,187,0,failure,phoebus,3354689
44,retired,married,secondary,no,520,yes,no,cellular,28,mar,112,1,-1,0,failure,fidelia,3351235
27,housemaid,single,tertiary,no,299,no,no,cellular,12,jul,52,1,-1,0,unknown,beryl,3357628
33,admin.,married,secondary,no,706,no,no,cellular,3,nov,120,1,-1,0,unknown,laverne,3357391
35,management,single,secondary,no,474,no,no,cellular,20,jul,182,3,-1,0,unknown,davey,3357422
62,admin.,single,secondary,no,634,yes,no,cellular,15,may,470,1,160,2,unknown,nohemi,3359675
35,blue-collar,married,tertiary,no,-930,yes,no,cellular,11,nov,958,3,-1,0,unknown,sanjeet,3356301
56,retired,single,tertiary,no,1321,yes,yes,cellular,19,nov,238,2,262,0,unknown,perrine,3359362
24,services,single,secondary,no,56831,yes,no,cellular,20,jun,584,1,-1,0,unknown,tähti,3352868
26,technician,married,secondary,no,3552,yes,no,cellular,12,nov,247,1,-1,0,unknown,torhild,3349999
41,services,married,primary,no,1571,no,no,cellular,28,nov,847,3,-1,0,unknown,noelani,3357248
25,blue-collar,married,primary,no,3558,no,no,cellular,17,apr,150,2,-1,0,success,amity,3352652
51,management,married,secondary,no,247,yes,no,cellular,13,aug,824,2,-1,0,failure,frederik,3359845
35,management,single,secondary,no,0,no,no,cellular,17,oct,417,1,-1,1,unknown,lysandra,3352547
37,blue-collar,single,tertiary,no,4041,yes,no,unknown,21,feb,123,2,-1,6,success,jaynie,3352068
35,services,married,secondary,no,0,no,yes,cellular,11,sep,175,1,391,0,success,jalila,3356655
48,services,married,secondary,no,2543,yes,no,unknown,6,may,466,2,-1,0,failure,doug,3354036
57,technician,single,primary,no,-67,no,no,cellular,8,jun,1536,2,-1,0,unknown,rube,3351040
35,technician,divorced,secondary,no,734,yes,no,cellular,29,jul,961,8,-1,0,unknown,franco,3357351
42,management,divorced,unknown,no,-139,yes,yes,cellular,2,jun,737,9,-1,0,failure,malak,3352867
53,self-employed,single,tertiary,no,320,yes,no,cellular,27,jul,8,1,167,0,unknown,csaba,3352526
33,management,married,unknown,no,-519,no,no,cellular,4,aug,114,2,189,0,success,odessa,3355102
46,technician,married,primary,no,538,no,no,cellular,18,feb,337,7,-1,0,unknown,salina,3360698
33,management,single,secondary,no,1293,yes,no,cellular,4,jun,70,1,-1,13,unknown,saffron,3359581
51,technician,married,secondary,no,393,no,no,telephone,29,jan,210,3,-1,0,unknown,martino,3351501
39,blue-collar,married,tertiary,no,-701,yes,no,cellular,14,feb,556,1,190,0,unknown,aravinda,3360328
36,retired,married,secondary,no,144,yes,no,cellular,8,may,336,10,-1,0,unknown,marquita,3354003
40,unemployed,married,secondary,no,374,no,no,cellular,21,jul,925,1,-1,0,success,alexa,3355609
51,student,single,secondary,no,520,yes,yes,cellular,28,nov,234,1,188,0,unknown,sjurd,3358856
26,unemployed,single,secondary,no,1783,no,no,cellular,20,feb,144,27,-1,0,unknown,helfried,3356826
52,blue-collar,single,tertiary,no,389,yes,no,unknown,21,jul,106,1,-1,0,unknown,faith,3357475
34,blue-collar,single,tertiary,no,215,yes,yes,cellular,14,jun,185,2,-1,0,unknown,kiku,3351376
63,services,married,secondary,no,353,yes,no,unknown,21,jan,871,2,-1,0,unknown,flip,3351962
58,blue-collar,married,tertiary,no,67,no,no,cellular,8,may,290,2,125,0,success,cadogan,3354326
30,management,single,secondary,no,-7,yes,no,cellular,5,may,535,1,-1,0,unknown,elke (1),3356514
54,blue-collar,married,tertiary,no,68,no,no,unknown,5,may,1034,1,-1,0,unknown,abiel,3350669
48,retired,married,primary,no,2761,no,no,cellular,3,may,12,3,-1,0,success,dmitriy,3360990
38,management,married,tertiary,no,533,yes,no,cellular,17,apr,1003,3,-1,2,success,shankara,3359248
44,technician,divorced,secondary,no,48,yes,yes,cellular,9,jun,149,1,-1,0,other,marek,3359195
35,admin.,married,secondary,no,26,yes,no,cellular,12,may,76,1,-1,0,unknown,naveen,3358233
61,technician,married,tertiary,no,107,yes,no,cellular,11,jan,617,2,-1,0,unknown,fiacre,3355810
48,housemaid,married,tertiary,no,979,no,no,unknown,3,feb,112,5,-1,0,unknown,shaina,3360976
45,admin.,married,secondary,yes,-392,yes,no,unknown,2,may,83,2,-1,0,unknown,ingegärd,3356754
27,services,married,tertiary,no,15,yes,no,cellular,5,may,104,1,-1,0,unknown,roksana,3360725
50,services,divorced,secondary,no,538,yes,no,cellular,25,nov,264,4,-1,0,unknown,terah,3351789
31,blue-collar,divorced,secondary,no,134,no,no,cellular,12,nov,395,5,-1,0,failure,abe,3359141
41,blue-collar,married,secondary,no,2763,no,no,cellular,13,apr,159,2,-1,0,unknown,diogenes,3358163
44,services,single,tertiary,no,-92,yes,yes,cellular,26,may,552,7,-1,5,other,pilar,3359019
46,blue-collar,married,secondary,no,1545,no,no,cellular,27,aug,238,3,344,0,success,rémi,3350779
43,management,single,unknown,no,0,yes,no,cellular,30,jun,265,2,-1,0,unknown,aiden,3359303
49,entrepreneur,married,secondary,no,731,no,no,cellular,30,feb,251,4,-1,1,unknown,marise,3360981
39,admin.,single,secondary,no,268,yes,no,cellular,8,may,442,1,150,0,unknown,donna,3352613
47,retired,divorced,tertiary,no,67,no,no,unknown,5,may,121,3,-1,2,unknown,azariah,3355540
41,admin.,divorced,tertiary,no,871,yes,no,unknown,9,may,577,1,355,2,unknown,peers,3359316
31,management,married,tertiary,no,224,yes,no,unknown,4,apr,310,9,181,0,unknown,gamal,3359787
56,management,divorced,tertiary,no,39,no,no,cellular,22,aug,307,1,-1,3,unknown,börje,3358811
48,technician,single,primary,no,-276,no,no,unknown,11,nov,920,3,-1,0,unknown,giuseppe,3359015
49,retired,married,secondary,no,30,yes,no,cellular,12,aug,462,3,-1,2,unknown,lin,3353152
63,admin.,married,secondary,no,458,yes,no,cellular,22,may,758,1,-1,0,unknown,isbel,3352657
31,technician,married,secondary,no,39,yes,no,unknown,22,nov,1007,1,-1,0,unknown,líadan,3352684
45,technician,married,unknown,no,3674,yes,no,cellular,27,jul,272,1,205,0,failure,aviv,3361121
36,technician,married,tertiary,no,442,yes,no,cellular,4,may,83,3,-1,4,unknown,deniz,3359658
33,entrepreneur,married,tertiary,no,77,yes,yes,unknown,10,jun,327,5,-1,0,unknown,hermolaos,3360412
45,admin.,married,secondary,no,0,no,yes,cellular,19,may,624,1,-1,0,unknown,vijaya,3355611
28,management,single,tertiary,no,862,no,no,cellular,24,jul,163,1,-1,0,unknown,samina,3356777
35,housemaid,single,secondary,no,2613,no,no,cellular,14,feb,89,2,-1,0,unknown,alexandru,3354310
57,technician,single,tertiary,no,-289,yes,no,unknown,22,jul,401,5,-1,0,failure,romayne,3358312
26,management,married,secondary,no,3735,yes,no,cellular,6,jan,293,4,171,2,failure,salha,3351465
31,services,single,tertiary,no,1062,no,no,unknown,18,jun,62,2,-1,0,success,fiachna,3356560
50,entrepreneur,married,tertiary,no,808,no,no,cellular,9,jul,367,1,-1,0,unknown,immanuel,3360084
48,technician,married,secondary,no,2965,yes,no,cellular,21,aug,555,6,-1,0,failure,julien,3354309
47,admin.,single,tertiary,no,30,yes,no,cellular,23,jun,207,2,105,0,unknown,minna,3359393
54,management,divorced,unknown,no,141,yes,no,cellular,22,oct,221,1,-1,2,unknown,ricky,3354491
46,student,single,secondary,no,5312,yes,no,unknown,28,may,39,2,169,0,unknown,floretta,3359115
34,services,single,secondary,no,1783,yes,no,cellular,23,aug,388,1,-1,1,unknown,labhrás,3350628
57,management,divorced,unknown,no,5220,yes,no,cellular,10,nov,138,1,-1,6,unknown,sibyl,3359288
30,management,married,unknown,no,445,yes,yes,cellular,3,may,166,1,-1,2,unknown,ultan,3355167
48,technician,single,tertiary,no,201,no,no,cellular,28,may,156,2,-1,2,failure,alaois,3356817
41,management,married,primary,no,14,no,no,unknown,20,may,96,2,-1,4,unknown,stefano,3354500
29,blue-collar,single,secondary,no,4497,no,no,cellular,12,feb,264,1,-1,0,success,acacia,3358247
55,blue-collar,married,secondary,no,961,no,no,cellular,18,may,456,8,-1,0,unknown,aphra,3351996
26,blue-collar,single,secondary,no,710,no,yes,cellular,12,feb,171,13,174,0,unknown,iva,3352514
50,blue-collar,married,secondary,no,1761,no,no,cellular,17,nov,512,1,-1,0,unknown,ruairidh,3358639
46,admin.,single,secondary,no,79,no,no,cellular,18,may,276,3,56,4,other,todor,3354054
46,management,single,secondary,no,991,no,yes,cellular,20,sep,487,1,-1,0,unknown,cerys,3350121
28,management,married,tertiary,no,3230,no,no,cellular,20,may,51,1,-1,0,unknown,richárd,3359802
30,admin.,married,secondary,no,2816,yes,no,unknown,30,jun,333,2,-1,0,unknown,nowell,3356663
32,technician,married,secondary,no,0,no,yes,cellular,17,jul,632,2,-1,4,failure,oldrich,3355251
51,blue-collar,divorced,secondary,no,2037,no,no,cellular,18,aug,256,2,-1,5,unknown,gus (1),3354866
46,blue-collar,married,primary,no,10787,yes,yes,cellular,21,feb,92,1,270,0,unknown,taavetti,3352590
41,management,divorced,secondary,no,0,yes,no,cellular,30,jul,1340,2,-1,0,unknown,henderson,3360620
52,unemployed,married,secondary,yes,-33,no,no,cellular,19,jun,194,4,-1,0,unknown,grigori,3352632
37,blue-collar,married,tertiary,no,0,no,yes,telephone,4,jun,262,4,-1,0,unknown,ildikó,3360572
57,technician,divorced,secondary,yes,26,yes,no,cellular,8,may,1486,3,-1,1,unknown,cullen,3351066
33,retired,married,primary,no,519,no,no,unknown,17,dec,99,2,187,0,unknown,nyah,3351755
59,management,married,tertiary,no,1309,yes,no,cellular,8,nov,119,1,182,0,unknown,methoataske,3357139
72,admin.,married,tertiary,no,0,no,no,cellular,10,may,406,1,340,6,unknown,daud,3353362
30,blue-collar,married,secondary,no,1228,no,no,cellular,1,aug,158,2,-1,0,unknown,modesty,3350925
41,services,divorced,primary,no,362,no,no,cellular,7,aug,315,1,97,0,unknown,hourig,3350782
40,management,married,tertiary,no,962,no,no,cellular,21,nov,144,3,-1,0,unknown,kendall,3354964
46,management,married,secondary,no,473,yes,no,cellular,31,feb,28,2,-1,0,failure,stefania,3355584
38,student,single,tertiary,no,732,yes,no,cellular,6,apr,766,2,-1,0,success,jayla,3356369
36,management,married,primary,no,3137,no,no,unknown,18,may,769,1,-1,0,unknown,bo (1),3355640
68,management,single,secondary,no,0,yes,no,cellular,18,may,576,1,119,0,unknown,amyas,3356666
28,technician,married,unknown,no,1131,no,no,cellular,17,jan,712,1,293,0,unknown,tommaso,3360334
50,management,single,tertiary,no,1031,no,no,cellular,19,feb,512,1,-1,0,failure,modestus,3354442
32,self-employed,married,primary,no,140,no,yes,cellular,12,nov,656,13,-1,0,failure,odell,3354917
43,housemaid,married,tertiary,no,1199,no,no,cellular,6,jan,425,1,104,0,unknown,svanhild,3353127
36,admin.,single,tertiary,no,1075,no,no,cellular,6,sep,415,2,-1,0,unknown,gabino,3350951
32,admin.,married,tertiary,no,2918,no,yes,unknown,18,jun,314,1,341,0,failure,drusilla,3354426
38,management,single,secondary,no,5301,no,yes,unknown,17,aug,224,1,92,0,unknown,nacho,3350394
31,admin.,married,secondary,no,1238,no,no,cellular,28,may,757,1,-1,0,unknown,amice,3355902
48,technician,divorced,tertiary,no,91,yes,no,cellular,4,may,66,1,-1,4,failure,jackalyn,3352080
58,management,married,primary,no,703,no,no,unknown,13,feb,473,1,-1,0,success,jawdat,3358528
37,blue-collar,single,secondary,no,1660,no,no,unknown,20,sep,1190,2,-1,0,unknown,kohaku,3354332
51,admin.,married,secondary,no,191,yes,yes,cellular,20,may,610,1,-1,0,unknown,leone (2),3356649
56,technician,divorced,tertiary,no,152,yes,no,unknown,18,feb,2372,1,-1,0,unknown,elidi,3351008
33,housemaid,single,secondary,no,0,no,no,cellular,27,oct,210,2,164,0,unknown,adlai,3360134
45,unknown,married,secondary,no,-443,yes,no,cellular,30,may,418,1,-1,2,unknown,lenny,3356488
27,management,single,secondary,no,1534,no,no,telephone,19,may,715,1,94,0,unknown,iestyn,3350736
29,blue-collar,single,secondary,no,3846,yes,no,cellular,11,aug,73,2,-1,3,unknown,adelle,3353259
32,unknown,married,secondary,no,894,yes,yes,cellular,16,aug,274,4,83,0,unknown,helmfried,3354312
50,admin.,single,secondary,no,520,no,no,unknown,11,jun,18,2,364,0,failure,aino,3357570
31,blue-collar,single,tertiary,no,735,no,no,cellular,21,sep,634,1,-1,5,failure,blanca,3352280
33,management,single,secondary,no,298,no,no,cellular,4,nov,814,1,-1,0,unknown,shan,3353356
49,technician,married,tertiary,no,432,no,no,cellular,7,jun,127,1,287,0,unknown,amika,3356434
